player_id;full_name;position;age;height;weight;team;season;season_type;week;solo_tackle;assist_tackle;tackle_with_assist;sack;qb_hit;interception;fumble_forced;defense_snaps;defense_pct;team_defense_snaps;seasons_played
00-0027647;Devin McCourty;S;35.0;70.0;195.0;NE;2022;REG;1;6.0;0.0;0.0;0.0;0.0;0.0;0;60.0;1.0;60.0;12.0
00-0027647;Devin McCourty;S;35.0;70.0;195.0;NE;2022;REG;2;1.0;2.0;1.0;0.0;0.0;0.0;0;59.0;1.0;59.0;12.0
00-0027647;Devin McCourty;S;35.0;70.0;195.0;NE;2022;REG;3;6.0;2.0;1.0;0.0;0.0;0.0;0;60.0;1.0;60.0;12.0
00-0027647;Devin McCourty;S;35.0;70.0;195.0;NE;2022;REG;4;4.0;2.0;2.0;0.0;0.0;0.0;0;73.0;1.0;73.0;12.0
00-0027647;Devin McCourty;S;35.0;70.0;195.0;NE;2022;REG;5;2.0;1.0;1.0;0.0;0.0;0.0;0;58.0;0.88;66.0;12.0
00-0027647;Devin McCourty;S;35.0;70.0;195.0;NE;2022;REG;6;1.0;2.0;2.0;0.0;0.0;0.0;0;61.0;0.87;70.0;12.0
00-0027647;Devin McCourty;S;35.0;70.0;195.0;NE;2022;REG;7;6.0;1.0;0.0;0.0;0.0;0.0;0;67.0;0.94;71.0;12.0
00-0027647;Devin McCourty;S;35.0;70.0;195.0;NE;2022;REG;8;4.0;4.0;2.0;0.0;0.0;4.0;0;59.0;1.0;59.0;12.0
00-0027647;Devin McCourty;S;35.0;70.0;195.0;NE;2022;REG;9;3.0;1.0;0.0;0.0;0.0;0.0;0;62.0;1.0;62.0;12.0
00-0027647;Devin McCourty;S;35.0;70.0;195.0;NE;2022;REG;12;3.0;4.0;3.0;0.0;1.0;0.0;0;69.0;1.0;69.0;12.0
00-0027647;Devin McCourty;S;35.0;70.0;195.0;NE;2022;REG;13;3.0;2.0;1.0;0.0;0.0;0.0;0;75.0;1.0;75.0;12.0
00-0027647;Devin McCourty;S;35.0;70.0;195.0;NE;2022;REG;14;2.0;0.0;0.0;0.0;0.0;0.0;0;64.0;0.85;75.0;12.0
00-0027647;Devin McCourty;S;35.0;70.0;195.0;NE;2022;REG;15;2.0;0.0;0.0;0.0;0.0;0.0;0;68.0;1.0;68.0;12.0
00-0027647;Devin McCourty;S;35.0;70.0;195.0;NE;2022;REG;16;3.0;1.0;0.0;0.0;0.0;2.0;0;83.0;1.0;83.0;12.0
00-0027647;Devin McCourty;S;35.0;70.0;195.0;NE;2022;REG;17;2.0;0.0;0.0;0.0;0.0;0.0;0;71.0;1.0;71.0;12.0
00-0027647;Devin McCourty;S;35.0;70.0;195.0;NE;2022;REG;18;4.0;3.0;1.0;0.0;2.0;2.0;0;59.0;1.0;59.0;12.0
00-0027872;Kareem Jackson;S;34.0;70.0;196.0;DEN;2022;REG;1;2.0;1.0;0.0;0.0;0.0;0.0;0;55.0;1.0;55.0;12.0
00-0027872;Kareem Jackson;S;34.0;70.0;196.0;DEN;2022;REG;2;3.0;3.0;0.0;0.0;1.0;0.0;0;63.0;1.0;63.0;12.0
00-0027872;Kareem Jackson;S;34.0;70.0;196.0;DEN;2022;REG;3;3.0;4.0;1.0;0.0;0.0;1.0;0;56.0;1.0;56.0;12.0
00-0027872;Kareem Jackson;S;34.0;70.0;196.0;DEN;2022;REG;4;4.0;3.0;1.0;0.0;0.0;0.0;0;75.0;1.0;75.0;12.0
00-0027872;Kareem Jackson;S;34.0;70.0;196.0;DEN;2022;REG;5;3.0;4.0;0.0;0.0;0.0;0.0;0;79.0;1.0;79.0;12.0
00-0027872;Kareem Jackson;S;34.0;70.0;196.0;DEN;2022;REG;6;2.0;7.0;4.0;0.0;2.0;0.0;0;93.0;1.0;93.0;12.0
00-0027872;Kareem Jackson;S;34.0;70.0;196.0;DEN;2022;REG;7;1.0;1.0;0.0;0.0;0.0;0.0;0;58.0;0.98;59.0;12.0
00-0027872;Kareem Jackson;S;34.0;70.0;196.0;DEN;2022;REG;8;6.0;2.0;1.0;0.0;0.0;0.0;0;72.0;1.0;72.0;12.0
00-0027872;Kareem Jackson;S;34.0;70.0;196.0;DEN;2022;REG;10;3.0;2.0;1.0;0.0;0.0;0.0;0;62.0;1.0;62.0;12.0
00-0027872;Kareem Jackson;S;34.0;70.0;196.0;DEN;2022;REG;11;1.0;1.0;0.0;0.0;0.0;0.0;0;66.0;1.0;66.0;12.0
00-0027872;Kareem Jackson;S;34.0;70.0;196.0;DEN;2022;REG;12;1.0;4.0;1.0;0.0;0.0;0.0;0;66.0;1.0;66.0;12.0
00-0027872;Kareem Jackson;S;34.0;70.0;196.0;DEN;2022;REG;13;3.0;3.0;0.0;0.0;0.0;0.0;0;72.0;1.0;72.0;12.0
00-0027872;Kareem Jackson;S;34.0;70.0;196.0;DEN;2022;REG;14;8.0;3.0;0.0;0.0;0.0;0.0;0;68.0;1.0;68.0;12.0
00-0027872;Kareem Jackson;S;34.0;70.0;196.0;DEN;2022;REG;15;4.0;1.0;0.0;0.0;0.0;0.0;0;65.0;1.0;65.0;12.0
00-0027872;Kareem Jackson;S;34.0;70.0;196.0;DEN;2022;REG;16;1.0;2.0;2.0;0.0;0.0;0.0;0;61.0;0.94;65.0;12.0
00-0027872;Kareem Jackson;S;34.0;70.0;196.0;DEN;2022;REG;17;6.0;1.0;0.0;0.0;0.0;0.0;0;60.0;1.0;60.0;12.0
00-0027872;Kareem Jackson;S;34.0;70.0;196.0;DEN;2022;REG;18;3.0;1.0;0.0;0.0;0.0;0.0;0;68.0;1.0;68.0;12.0
00-0027943;Patrick Peterson;CB;32.0;73.0;203.0;MIN;2022;REG;1;3.0;3.0;1.0;0.0;0.0;0.0;0;61.0;1.0;61.0;11.0
00-0027943;Patrick Peterson;CB;32.0;73.0;203.0;MIN;2022;REG;2;4.0;0.0;0.0;0.0;1.0;0.0;0;73.0;1.0;73.0;11.0
00-0027943;Patrick Peterson;CB;32.0;73.0;203.0;MIN;2022;REG;3;3.0;2.0;2.0;0.0;0.0;0.0;0;78.0;1.0;78.0;11.0
00-0027943;Patrick Peterson;CB;32.0;73.0;203.0;MIN;2022;REG;4;2.0;1.0;0.0;0.0;0.0;0.0;0;60.0;1.0;60.0;11.0
00-0027943;Patrick Peterson;CB;32.0;73.0;203.0;MIN;2022;REG;5;4.0;0.0;0.0;0.0;0.0;0.0;0;50.0;1.0;50.0;11.0
00-0027943;Patrick Peterson;CB;32.0;73.0;203.0;MIN;2022;REG;6;5.0;1.0;1.0;0.0;0.0;2.0;0;78.0;1.0;78.0;11.0
00-0027943;Patrick Peterson;CB;32.0;73.0;203.0;MIN;2022;REG;8;4.0;0.0;0.0;0.0;0.0;0.0;0;78.0;1.0;78.0;11.0
00-0027943;Patrick Peterson;CB;32.0;73.0;203.0;MIN;2022;REG;9;1.0;0.0;0.0;0.0;1.0;0.0;0;64.0;1.0;64.0;11.0
00-0027943;Patrick Peterson;CB;32.0;73.0;203.0;MIN;2022;REG;10;5.0;1.0;0.0;0.0;0.0;4.0;0;75.0;1.0;75.0;11.0
00-0027943;Patrick Peterson;CB;32.0;73.0;203.0;MIN;2022;REG;11;7.0;0.0;0.0;0.0;0.0;0.0;0;60.0;0.83;72.0;11.0
00-0027943;Patrick Peterson;CB;32.0;73.0;203.0;MIN;2022;REG;12;1.0;2.0;2.0;0.0;0.0;0.0;0;55.0;1.0;55.0;11.0
00-0027943;Patrick Peterson;CB;32.0;73.0;203.0;MIN;2022;REG;13;2.0;1.0;0.0;0.0;0.0;0.0;0;85.0;1.0;85.0;11.0
00-0027943;Patrick Peterson;CB;32.0;73.0;203.0;MIN;2022;REG;14;5.0;0.0;0.0;0.0;1.0;0.0;0;70.0;1.0;70.0;11.0
00-0027943;Patrick Peterson;CB;32.0;73.0;203.0;MIN;2022;REG;15;3.0;1.0;0.0;0.0;0.0;0.0;0;72.0;0.91;79.0;11.0
00-0027943;Patrick Peterson;CB;32.0;73.0;203.0;MIN;2022;REG;16;6.0;0.0;0.0;0.0;3.0;2.0;0;69.0;1.0;69.0;11.0
00-0027943;Patrick Peterson;CB;32.0;73.0;203.0;MIN;2022;REG;17;2.0;4.0;2.0;0.0;0.0;0.0;0;54.0;0.86;63.0;11.0
00-0027943;Patrick Peterson;CB;32.0;73.0;203.0;MIN;2022;REG;18;4.0;0.0;0.0;0.0;2.0;2.0;0;23.0;0.45;51.0;11.0
00-0027943;Patrick Peterson;CB;32.0;73.0;203.0;MIN;2022;POST;19;5.0;0.0;0.0;0.0;0.0;0.0;0;72.0;1.0;72.0;11.0
00-0028224;Chris Harris;CB;33.0;70.0;199.0;NO;2022;REG;6;7.0;1.0;1.0;0.0;1.0;0.0;0;0.0;0.0;0.0;11.0
00-0028224;Chris Harris;CB;33.0;70.0;199.0;NO;2022;REG;7;5.0;1.0;1.0;0.0;0.0;0.0;2;0.0;0.0;0.0;11.0
00-0028224;Chris Harris;CB;33.0;70.0;199.0;NO;2022;REG;8;2.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;11.0
00-0028224;Chris Harris;CB;33.0;70.0;199.0;NO;2022;REG;9;1.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;11.0
00-0028224;Chris Harris;CB;33.0;70.0;199.0;NO;2022;REG;10;4.0;0.0;0.0;4.0;4.0;0.0;0;0.0;0.0;0.0;11.0
00-0028224;Chris Harris;CB;33.0;70.0;199.0;NO;2022;REG;11;3.0;1.0;1.0;0.0;0.0;0.0;0;0.0;0.0;0.0;11.0
00-0028224;Chris Harris;CB;33.0;70.0;199.0;NO;2022;REG;12;5.0;2.0;0.0;0.0;1.0;0.0;0;0.0;0.0;0.0;11.0
00-0028899;Rodney McLeod;S;32.0;70.0;185.0;IND;2022;REG;2;3.0;4.0;4.0;0.0;0.0;0.0;0;35.0;0.49;71.0;10.0
00-0028899;Rodney McLeod;S;32.0;70.0;185.0;IND;2022;REG;3;4.0;2.0;0.0;0.0;0.0;2.0;0;63.0;1.0;63.0;10.0
00-0028899;Rodney McLeod;S;32.0;70.0;185.0;IND;2022;REG;4;2.0;2.0;2.0;0.0;0.0;0.0;0;54.0;1.0;54.0;10.0
00-0028899;Rodney McLeod;S;32.0;70.0;185.0;IND;2022;REG;5;4.0;1.0;0.0;0.0;0.0;0.0;0;73.0;1.0;73.0;10.0
00-0028899;Rodney McLeod;S;32.0;70.0;185.0;IND;2022;REG;6;6.0;1.0;1.0;0.0;0.0;0.0;0;63.0;1.0;63.0;10.0
00-0028899;Rodney McLeod;S;32.0;70.0;185.0;IND;2022;REG;7;2.0;2.0;0.0;0.0;1.0;0.0;0;59.0;1.0;59.0;10.0
00-0028899;Rodney McLeod;S;32.0;70.0;185.0;IND;2022;REG;8;2.0;6.0;1.0;0.0;1.0;0.0;0;61.0;1.0;61.0;10.0
00-0028899;Rodney McLeod;S;32.0;70.0;185.0;IND;2022;REG;9;4.0;2.0;1.0;0.0;0.0;0.0;0;63.0;1.0;63.0;10.0
00-0028899;Rodney McLeod;S;32.0;70.0;185.0;IND;2022;REG;10;5.0;2.0;2.0;0.0;1.0;0.0;0;70.0;1.0;70.0;10.0
00-0028899;Rodney McLeod;S;32.0;70.0;185.0;IND;2022;REG;11;3.0;4.0;2.0;0.0;0.0;0.0;0;68.0;1.0;68.0;10.0
00-0028899;Rodney McLeod;S;32.0;70.0;185.0;IND;2022;REG;12;4.0;3.0;1.0;0.0;0.0;0.0;0;69.0;1.0;69.0;10.0
00-0028899;Rodney McLeod;S;32.0;70.0;185.0;IND;2022;REG;13;6.0;1.0;0.0;0.0;0.0;0.0;0;68.0;1.0;68.0;10.0
00-0028899;Rodney McLeod;S;32.0;70.0;185.0;IND;2022;REG;15;4.0;3.0;1.0;0.0;0.0;0.0;1;90.0;1.0;90.0;10.0
00-0028899;Rodney McLeod;S;32.0;70.0;185.0;IND;2022;REG;16;3.0;6.0;3.0;0.0;0.0;0.0;0;65.0;0.96;68.0;10.0
00-0028899;Rodney McLeod;S;32.0;70.0;185.0;IND;2022;REG;17;3.0;1.0;0.0;0.0;0.0;0.0;0;63.0;1.0;63.0;10.0
00-0028899;Rodney McLeod;S;32.0;70.0;185.0;IND;2022;REG;18;4.0;4.0;0.0;0.0;0.0;2.0;0;65.0;1.0;65.0;10.0
00-0028908;Michael Thomas;S;33.0;71.0;192.0;CIN;2022;REG;9;1.0;1.0;0.0;0.0;0.0;0.0;0;21.0;0.43;49.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;REG;1;2.0;1.0;0.0;0.0;1.0;0.0;0;57.0;0.98;58.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;REG;2;3.0;0.0;0.0;0.0;2.0;2.0;0;49.0;1.0;49.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;REG;3;4.0;1.0;0.0;0.0;0.0;0.0;0;73.0;0.99;74.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;REG;4;2.0;0.0;0.0;0.0;0.0;0.0;0;74.0;1.0;74.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;REG;5;2.0;3.0;0.0;3.0;3.0;0.0;0;69.0;1.0;69.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;REG;6;4.0;5.0;4.0;0.0;0.0;0.0;0;57.0;0.98;58.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;REG;7;6.0;0.0;0.0;0.0;0.0;1.0;0;64.0;1.0;64.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;REG;10;2.0;2.0;0.0;0.0;1.0;0.0;0;55.0;0.95;58.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;REG;11;3.0;0.0;0.0;0.0;1.0;0.0;0;61.0;0.86;71.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;REG;12;0.0;3.0;2.0;0.0;0.0;0.0;0;57.0;1.0;57.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;REG;13;3.0;0.0;0.0;0.0;0.0;0.0;0;46.0;1.0;46.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;REG;14;6.0;1.0;0.0;0.0;0.0;2.0;0;72.0;0.95;76.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;REG;15;3.0;2.0;1.0;0.0;0.0;0.0;0;64.0;1.0;64.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;REG;16;3.0;2.0;1.0;0.0;0.0;0.0;0;66.0;0.9;73.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;REG;17;4.0;2.0;0.0;0.0;2.0;2.0;0;70.0;1.0;70.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;REG;18;4.0;2.0;1.0;0.0;0.0;4.0;0;44.0;0.85;52.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;POST;19;3.0;1.0;0.0;0.0;0.0;0.0;0;50.0;0.74;68.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;POST;20;1.0;1.0;0.0;0.0;0.0;0.0;0;61.0;1.0;61.0;10.0
00-0028924;Tashaun Gipson;S;32.0;73.0;212.0;SF;2022;POST;21;1.0;1.0;0.0;0.0;0.0;0.0;0;74.0;1.0;74.0;10.0
00-0029261;Casey Hayward;CB;33.0;71.0;192.0;ATL;2022;REG;1;1.0;3.0;1.0;0.0;0.0;0.0;0;59.0;0.97;61.0;10.0
00-0029261;Casey Hayward;CB;33.0;71.0;192.0;ATL;2022;REG;2;2.0;0.0;0.0;0.0;0.0;2.0;0;46.0;0.73;63.0;10.0
00-0029261;Casey Hayward;CB;33.0;71.0;192.0;ATL;2022;REG;3;6.0;0.0;0.0;0.0;0.0;0.0;0;71.0;1.0;71.0;10.0
00-0029261;Casey Hayward;CB;33.0;71.0;192.0;ATL;2022;REG;4;0.0;1.0;1.0;0.0;1.0;0.0;0;58.0;0.79;73.0;10.0
00-0029261;Casey Hayward;CB;33.0;71.0;192.0;ATL;2022;REG;5;2.0;0.0;0.0;0.0;0.0;0.0;0;74.0;0.94;79.0;10.0
00-0029261;Casey Hayward;CB;33.0;71.0;192.0;ATL;2022;REG;6;2.0;0.0;0.0;0.0;0.0;0.0;0;47.0;0.78;60.0;10.0
00-0029285;Josh Norman;CB;35.0;72.0;200.0;CAR;2022;REG;18;6.0;2.0;0.0;0.0;0.0;0.0;0;60.0;1.0;60.0;10.0
00-0029530;Justin Bethel;CB;32.0;72.0;295.0;MIA;2022;REG;6;0.0;1.0;0.0;0.0;0.0;0.0;0;13.0;0.25;52.0;10.0
00-0029530;Justin Bethel;CB;32.0;72.0;295.0;MIA;2022;REG;7;7.0;2.0;1.0;0.0;0.0;2.0;0;59.0;0.79;75.0;10.0
00-0029530;Justin Bethel;CB;32.0;72.0;295.0;MIA;2022;REG;8;0.0;1.0;0.0;0.0;0.0;0.0;0;11.0;0.18;61.0;10.0
00-0029530;Justin Bethel;CB;32.0;72.0;295.0;MIA;2022;REG;10;4.0;2.0;1.0;0.0;0.0;0.0;0;23.0;0.34;68.0;10.0
00-0029530;Justin Bethel;CB;32.0;72.0;295.0;MIA;2022;REG;15;0.0;1.0;0.0;0.0;0.0;0.0;0;17.0;0.22;77.0;10.0
00-0029542;Stephon Gilmore;CB;32.0;72.0;190.0;IND;2022;REG;1;3.0;0.0;0.0;0.0;0.0;0.0;0;70.0;1.0;70.0;10.0
00-0029542;Stephon Gilmore;CB;32.0;72.0;190.0;IND;2022;REG;2;5.0;0.0;0.0;0.0;1.0;0.0;0;71.0;1.0;71.0;10.0
00-0029542;Stephon Gilmore;CB;32.0;72.0;190.0;IND;2022;REG;3;6.0;0.0;0.0;0.0;0.0;1.0;0;53.0;0.84;63.0;10.0
00-0029542;Stephon Gilmore;CB;32.0;72.0;190.0;IND;2022;REG;4;1.0;0.0;0.0;0.0;0.0;0.0;0;54.0;1.0;54.0;10.0
00-0029542;Stephon Gilmore;CB;32.0;72.0;190.0;IND;2022;REG;5;4.0;1.0;0.0;0.0;0.0;2.0;0;73.0;1.0;73.0;10.0
00-0029542;Stephon Gilmore;CB;32.0;72.0;190.0;IND;2022;REG;6;0.0;3.0;2.0;0.0;0.0;0.0;0;63.0;1.0;63.0;10.0
00-0029542;Stephon Gilmore;CB;32.0;72.0;190.0;IND;2022;REG;7;2.0;0.0;0.0;0.0;0.0;0.0;0;59.0;1.0;59.0;10.0
00-0029542;Stephon Gilmore;CB;32.0;72.0;190.0;IND;2022;REG;8;3.0;2.0;1.0;0.0;1.0;0.0;0;61.0;1.0;61.0;10.0
00-0029542;Stephon Gilmore;CB;32.0;72.0;190.0;IND;2022;REG;9;2.0;2.0;1.0;0.0;0.0;0.0;0;63.0;1.0;63.0;10.0
00-0029542;Stephon Gilmore;CB;32.0;72.0;190.0;IND;2022;REG;10;2.0;3.0;0.0;0.0;0.0;0.0;0;70.0;1.0;70.0;10.0
00-0029542;Stephon Gilmore;CB;32.0;72.0;190.0;IND;2022;REG;11;0.0;1.0;1.0;0.0;0.0;0.0;0;68.0;1.0;68.0;10.0
00-0029542;Stephon Gilmore;CB;32.0;72.0;190.0;IND;2022;REG;12;4.0;3.0;1.0;0.0;0.0;0.0;0;69.0;1.0;69.0;10.0
00-0029542;Stephon Gilmore;CB;32.0;72.0;190.0;IND;2022;REG;13;6.0;2.0;2.0;0.0;0.0;2.0;0;68.0;1.0;68.0;10.0
00-0029542;Stephon Gilmore;CB;32.0;72.0;190.0;IND;2022;REG;15;6.0;1.0;0.0;0.0;1.0;0.0;0;90.0;1.0;90.0;10.0
00-0029542;Stephon Gilmore;CB;32.0;72.0;190.0;IND;2022;REG;16;2.0;2.0;1.0;0.0;0.0;0.0;0;68.0;1.0;68.0;10.0
00-0029542;Stephon Gilmore;CB;32.0;72.0;190.0;IND;2022;REG;17;3.0;0.0;0.0;0.0;0.0;0.0;0;63.0;1.0;63.0;10.0
00-0029606;Harrison Smith;S;33.0;74.0;209.0;MIN;2022;REG;1;7.0;2.0;1.0;0.0;2.0;2.0;0;61.0;1.0;61.0;10.0
00-0029606;Harrison Smith;S;33.0;74.0;209.0;MIN;2022;REG;2;10.0;3.0;3.0;0.0;1.0;0.0;0;64.0;0.88;73.0;10.0
00-0029606;Harrison Smith;S;33.0;74.0;209.0;MIN;2022;REG;4;3.0;3.0;1.0;0.0;0.0;0.0;0;58.0;0.97;60.0;10.0
00-0029606;Harrison Smith;S;33.0;74.0;209.0;MIN;2022;REG;5;0.0;2.0;2.0;0.0;0.0;0.0;0;50.0;1.0;50.0;10.0
00-0029606;Harrison Smith;S;33.0;74.0;209.0;MIN;2022;REG;6;5.0;1.0;0.0;0.0;0.0;2.0;2;78.0;1.0;78.0;10.0
00-0029606;Harrison Smith;S;33.0;74.0;209.0;MIN;2022;REG;8;8.0;0.0;0.0;0.0;2.0;2.0;0;78.0;1.0;78.0;10.0
00-0029606;Harrison Smith;S;33.0;74.0;209.0;MIN;2022;REG;9;4.0;2.0;1.0;0.0;0.0;2.0;0;61.0;0.95;64.0;10.0
00-0029606;Harrison Smith;S;33.0;74.0;209.0;MIN;2022;REG;10;5.0;1.0;0.0;0.0;0.0;0.0;0;75.0;1.0;75.0;10.0
00-0029606;Harrison Smith;S;33.0;74.0;209.0;MIN;2022;REG;11;6.0;2.0;1.0;0.0;0.0;0.0;0;64.0;0.89;72.0;10.0
00-0029606;Harrison Smith;S;33.0;74.0;209.0;MIN;2022;REG;12;6.0;1.0;1.0;0.0;0.0;0.0;0;54.0;0.98;55.0;10.0
00-0029606;Harrison Smith;S;33.0;74.0;209.0;MIN;2022;REG;13;8.0;3.0;2.0;0.0;1.0;2.0;0;85.0;1.0;85.0;10.0
00-0029606;Harrison Smith;S;33.0;74.0;209.0;MIN;2022;REG;15;3.0;1.0;1.0;0.0;0.0;0.0;0;79.0;1.0;79.0;10.0
00-0029606;Harrison Smith;S;33.0;74.0;209.0;MIN;2022;REG;16;2.0;1.0;1.0;0.0;0.0;0.0;0;59.0;0.86;69.0;10.0
00-0029606;Harrison Smith;S;33.0;74.0;209.0;MIN;2022;REG;17;2.0;3.0;1.0;0.0;0.0;0.0;0;47.0;0.75;63.0;10.0
00-0029606;Harrison Smith;S;33.0;74.0;209.0;MIN;2022;POST;19;2.0;1.0;1.0;0.0;0.0;0.0;0;72.0;1.0;72.0;10.0
00-0029681;Janoris Jenkins;CB;34.0;70.0;190.0;SF;2022;REG;15;1.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;10.0
00-0029681;Janoris Jenkins;CB;34.0;70.0;190.0;SF;2022;REG;18;0.0;1.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;10.0
00-0029681;Janoris Jenkins;CB;34.0;70.0;190.0;SF;2022;POST;19;1.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;10.0
00-0029747;Chris Banjo;S;32.0;70.0;207.0;ARI;2022;REG;6;0.0;1.0;1.0;0.0;1.0;0.0;0;6.0;0.09;67.0;9.0
00-0029747;Chris Banjo;S;32.0;70.0;207.0;ARI;2022;REG;11;1.0;1.0;1.0;0.0;0.0;0.0;0;17.0;0.29;59.0;9.0
00-0029747;Chris Banjo;S;32.0;70.0;207.0;ARI;2022;REG;15;1.0;0.0;0.0;0.0;0.0;0.0;0;9.0;0.13;69.0;9.0
00-0029747;Chris Banjo;S;32.0;70.0;207.0;ARI;2022;REG;16;0.0;1.0;1.0;0.0;0.0;0.0;0;7.0;0.09;78.0;9.0
00-0029747;Chris Banjo;S;32.0;70.0;207.0;ARI;2022;REG;17;0.0;1.0;0.0;0.0;0.0;0.0;0;9.0;0.15;60.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;REG;1;4.0;2.0;0.0;0.0;0.0;0.0;0;67.0;0.97;69.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;REG;2;3.0;0.0;0.0;0.0;4.0;4.0;0;49.0;0.8;61.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;REG;3;1.0;0.0;0.0;0.0;0.0;0.0;0;61.0;0.79;77.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;REG;5;6.0;3.0;2.0;0.0;0.0;0.0;0;69.0;1.0;69.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;REG;6;3.0;1.0;0.0;0.0;0.0;2.0;0;67.0;1.0;67.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;REG;8;1.0;1.0;0.0;0.0;0.0;0.0;0;76.0;1.0;76.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;REG;9;1.0;3.0;2.0;0.0;0.0;0.0;0;59.0;0.98;60.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;REG;10;4.0;0.0;0.0;0.0;0.0;0.0;0;83.0;1.0;83.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;REG;11;3.0;1.0;0.0;0.0;0.0;0.0;0;65.0;1.0;65.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;REG;12;5.0;0.0;0.0;0.0;0.0;1.0;0;46.0;0.94;49.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;REG;13;1.0;1.0;0.0;0.0;0.0;0.0;0;45.0;0.82;55.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;REG;14;2.0;2.0;1.0;0.0;0.0;0.0;0;52.0;0.81;64.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;REG;15;1.0;2.0;0.0;0.0;0.0;0.0;0;59.0;1.0;59.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;REG;16;2.0;1.0;0.0;0.0;0.0;0.0;0;72.0;0.99;73.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;REG;17;5.0;0.0;0.0;0.0;0.0;0.0;0;67.0;0.97;69.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;REG;18;1.0;0.0;0.0;0.0;0.0;0.0;0;63.0;1.0;63.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;POST;20;4.0;1.0;0.0;0.0;0.0;0.0;0;47.0;0.9;52.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;POST;21;0.0;3.0;1.0;0.0;0.0;0.0;0;42.0;0.91;46.0;9.0
00-0030062;Darius Slay;CB;31.0;72.0;192.0;PHI;2022;POST;22;4.0;0.0;0.0;0.0;0.0;0.0;0;55.0;1.0;55.0;9.0
00-0030090;Micah Hyde;S;32.0;72.0;197.0;BUF;2022;REG;1;1.0;4.0;2.0;0.0;1.0;0.0;0;65.0;0.97;67.0;9.0
00-0030090;Micah Hyde;S;32.0;72.0;197.0;BUF;2022;REG;2;0.0;2.0;2.0;0.0;0.0;0.0;0;36.0;0.64;56.0;9.0
00-0030114;Jordan Poyer;S;31.0;72.0;191.0;BUF;2022;REG;1;4.0;0.0;0.0;0.0;2.0;2.0;0;65.0;0.97;67.0;9.0
00-0030114;Jordan Poyer;S;31.0;72.0;191.0;BUF;2022;REG;2;5.0;2.0;2.0;0.0;0.0;2.0;0;45.0;0.8;56.0;9.0
