player_id;player_name;position;height;weight;team;season;season_type;week;solo_tackle;assist_tackle;tackle_with_assist;sack;qb_hit;interception;fumble_forced;defense_snaps;defense_pct;team_defense_snaps;age;seasons_played
00-0024061;Tramon Williams;CB;71.0;191.0;BAL;2020;REG;10;1.0;1.0;1.0;0.0;0.0;0.0;0;14.0;0.24;58.0;37.0;14.0
00-0024061;Tramon Williams;CB;71.0;191.0;BAL;2020;REG;12;4.0;1.0;1.0;0.0;2.0;0.0;1;45.0;0.63;71.0;37.0;14.0
00-0024061;Tramon Williams;CB;71.0;191.0;BAL;2020;REG;15;3.0;0.0;0.0;0.0;0.0;0.0;0;43.0;0.74;58.0;37.0;14.0
00-0024061;Tramon Williams;CB;71.0;191.0;BAL;2020;REG;16;3.0;1.0;0.0;0.0;0.0;0.0;0;55.0;0.86;64.0;37.0;14.0
00-0024061;Tramon Williams;CB;71.0;191.0;BAL;2020;POST;19;2.0;1.0;0.0;0.0;0.0;0.0;0;12.0;0.21;57.0;37.0;14.0
00-0024239;Johnathan Joseph;CB;71.0;186.0;TEN;2020;REG;1;2.0;0.0;0.0;0.0;0.0;0.0;0;44.0;0.75;59.0;36.0;14.0
00-0024239;Johnathan Joseph;CB;71.0;186.0;TEN;2020;REG;2;1.0;3.0;2.0;0.0;1.0;0.0;0;39.0;0.51;76.0;36.0;14.0
00-0024239;Johnathan Joseph;CB;71.0;186.0;TEN;2020;REG;3;8.0;0.0;0.0;0.0;3.0;2.0;2;59.0;0.91;65.0;36.0;14.0
00-0024239;Johnathan Joseph;CB;71.0;186.0;TEN;2020;REG;5;2.0;0.0;0.0;0.0;1.0;0.0;0;54.0;0.75;72.0;36.0;14.0
00-0024239;Johnathan Joseph;CB;71.0;186.0;TEN;2020;REG;6;1.0;0.0;0.0;0.0;0.0;0.0;0;67.0;0.94;71.0;36.0;14.0
00-0024239;Johnathan Joseph;CB;71.0;186.0;TEN;2020;REG;7;4.0;0.0;0.0;0.0;0.0;0.0;2;46.0;0.58;79.0;36.0;14.0
00-0024239;Johnathan Joseph;CB;71.0;186.0;TEN;2020;REG;8;7.0;3.0;1.0;0.0;0.0;0.0;0;66.0;0.9;73.0;36.0;14.0
00-0024239;Johnathan Joseph;CB;71.0;186.0;ARI;2020;REG;10;1.0;0.0;0.0;0.0;0.0;0.0;0;22.0;0.3;73.0;36.0;14.0
00-0024239;Johnathan Joseph;CB;71.0;186.0;ARI;2020;REG;12;0.0;1.0;1.0;0.0;0.0;0.0;0;10.0;0.19;53.0;36.0;14.0
00-0024239;Johnathan Joseph;CB;71.0;186.0;ARI;2020;REG;13;1.0;0.0;0.0;0.0;0.0;0.0;0;13.0;0.16;81.0;36.0;14.0
00-0026280;Brandon Carr;CB;72.0;210.0;DAL;2020;REG;3;1.0;0.0;0.0;0.0;0.0;0.0;0;3.0;0.04;75.0;34.0;12.0
00-0026990;Malcolm Jenkins;S;72.0;204.0;NO;2020;REG;1;3.0;3.0;0.0;0.0;0.0;0.0;0;70.0;1.0;70.0;33.0;11.0
00-0026990;Malcolm Jenkins;S;72.0;204.0;NO;2020;REG;2;7.0;3.0;0.0;4.0;4.0;0.0;0;80.0;1.0;80.0;33.0;11.0
00-0026990;Malcolm Jenkins;S;72.0;204.0;NO;2020;REG;3;9.0;1.0;1.0;0.0;1.0;0.0;0;62.0;1.0;62.0;33.0;11.0
00-0026990;Malcolm Jenkins;S;72.0;204.0;NO;2020;REG;4;5.0;0.0;0.0;0.0;0.0;0.0;0;61.0;1.0;61.0;33.0;11.0
00-0026990;Malcolm Jenkins;S;72.0;204.0;NO;2020;REG;5;3.0;2.0;0.0;0.0;0.0;0.0;0;70.0;0.99;71.0;33.0;11.0
00-0026990;Malcolm Jenkins;S;72.0;204.0;NO;2020;REG;7;1.0;1.0;0.0;0.0;0.0;0.0;0;46.0;1.0;46.0;33.0;11.0
00-0026990;Malcolm Jenkins;S;72.0;204.0;NO;2020;REG;8;7.0;4.0;1.0;4.0;5.0;0.0;0;70.0;1.0;70.0;33.0;11.0
00-0026990;Malcolm Jenkins;S;72.0;204.0;NO;2020;REG;9;7.0;0.0;0.0;0.0;0.0;2.0;0;49.0;0.98;50.0;33.0;11.0
00-0026990;Malcolm Jenkins;S;72.0;204.0;NO;2020;REG;10;4.0;2.0;1.0;0.0;2.0;2.0;0;71.0;1.0;71.0;33.0;11.0
00-0026990;Malcolm Jenkins;S;72.0;204.0;NO;2020;REG;11;2.0;1.0;0.0;0.0;0.0;0.0;0;62.0;1.0;62.0;33.0;11.0
00-0026990;Malcolm Jenkins;S;72.0;204.0;NO;2020;REG;12;4.0;2.0;1.0;0.0;0.0;0.0;0;36.0;0.84;43.0;33.0;11.0
00-0026990;Malcolm Jenkins;S;72.0;204.0;NO;2020;REG;13;3.0;0.0;0.0;0.0;0.0;0.0;0;67.0;1.0;67.0;33.0;11.0
00-0026990;Malcolm Jenkins;S;72.0;204.0;NO;2020;REG;14;5.0;1.0;0.0;0.0;1.0;0.0;0;69.0;1.0;69.0;33.0;11.0
00-0026990;Malcolm Jenkins;S;72.0;204.0;NO;2020;REG;15;11.0;3.0;0.0;0.0;0.0;0.0;0;98.0;1.0;98.0;33.0;11.0
00-0026990;Malcolm Jenkins;S;72.0;204.0;NO;2020;REG;16;6.0;5.0;2.0;3.0;4.0;0.0;2;64.0;1.0;64.0;33.0;11.0
00-0026990;Malcolm Jenkins;S;72.0;204.0;NO;2020;REG;17;6.0;0.0;0.0;0.0;0.0;2.0;0;61.0;0.98;62.0;33.0;11.0
00-0026990;Malcolm Jenkins;S;72.0;204.0;NO;2020;POST;18;2.0;1.0;0.0;0.0;1.0;0.0;0;49.0;1.0;49.0;33.0;11.0
00-0026990;Malcolm Jenkins;S;72.0;204.0;NO;2020;POST;19;8.0;3.0;0.0;0.0;0.0;0.0;0;70.0;1.0;70.0;33.0;11.0
00-0027136;Jason McCourty;CB;71.0;195.0;NE;2020;REG;1;1.0;0.0;0.0;0.0;0.0;0.0;0;46.0;0.74;62.0;33.0;11.0
00-0027136;Jason McCourty;CB;71.0;195.0;NE;2020;REG;2;3.0;0.0;0.0;0.0;0.0;0.0;0;30.0;0.48;62.0;33.0;11.0
00-0027136;Jason McCourty;CB;71.0;195.0;NE;2020;REG;3;1.0;3.0;2.0;0.0;0.0;0.0;0;40.0;0.68;59.0;33.0;11.0
00-0027136;Jason McCourty;CB;71.0;195.0;NE;2020;REG;4;3.0;2.0;0.0;0.0;0.0;0.0;0;35.0;0.63;56.0;33.0;11.0
00-0027136;Jason McCourty;CB;71.0;195.0;NE;2020;REG;6;1.0;0.0;0.0;0.0;0.0;0.0;0;31.0;0.48;65.0;33.0;11.0
00-0027136;Jason McCourty;CB;71.0;195.0;NE;2020;REG;7;1.0;3.0;2.0;0.0;0.0;0.0;0;44.0;0.67;66.0;33.0;11.0
00-0027136;Jason McCourty;CB;71.0;195.0;NE;2020;REG;8;3.0;1.0;1.0;0.0;0.0;0.0;0;58.0;1.0;58.0;33.0;11.0
00-0027136;Jason McCourty;CB;71.0;195.0;NE;2020;REG;9;2.0;1.0;0.0;0.0;0.0;0.0;0;46.0;1.0;46.0;33.0;11.0
00-0027136;Jason McCourty;CB;71.0;195.0;NE;2020;REG;10;3.0;1.0;1.0;0.0;0.0;0.0;0;66.0;1.0;66.0;33.0;11.0
00-0027136;Jason McCourty;CB;71.0;195.0;NE;2020;REG;11;1.0;1.0;0.0;0.0;0.0;0.0;0;27.0;0.44;61.0;33.0;11.0
00-0027136;Jason McCourty;CB;71.0;195.0;NE;2020;REG;12;2.0;1.0;1.0;0.0;1.0;0.0;0;31.0;0.42;74.0;33.0;11.0
00-0027136;Jason McCourty;CB;71.0;195.0;NE;2020;REG;13;1.0;1.0;1.0;0.0;0.0;0.0;0;60.0;0.83;72.0;33.0;11.0
00-0027136;Jason McCourty;CB;71.0;195.0;NE;2020;REG;16;2.0;1.0;1.0;0.0;0.0;0.0;0;57.0;0.79;72.0;33.0;11.0
00-0027136;Jason McCourty;CB;71.0;195.0;NE;2020;REG;17;1.0;1.0;1.0;0.0;0.0;0.0;0;29.0;0.46;63.0;33.0;11.0
00-0027375;Tramaine Brock;CB;72.0;188.0;DET;2020;REG;16;5.0;0.0;0.0;0.0;0.0;0.0;0;39.0;0.51;76.0;32.0;10.0
00-0027539;Anthony Levine;S;71.0;207.0;BAL;2020;REG;11;1.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;33.0;9.0
00-0027539;Anthony Levine;S;71.0;207.0;BAL;2020;REG;13;1.0;0.0;0.0;0.0;0.0;0.0;0;4.0;0.05;80.0;33.0;9.0
00-0027539;Anthony Levine;S;71.0;207.0;BAL;2020;REG;14;1.0;0.0;0.0;0.0;0.0;0.0;0;9.0;0.11;82.0;33.0;9.0
00-0027647;Devin McCourty;S;70.0;195.0;NE;2020;REG;1;3.0;2.0;2.0;0.0;1.0;0.0;0;61.0;0.98;62.0;33.0;10.0
00-0027647;Devin McCourty;S;70.0;195.0;NE;2020;REG;2;1.0;0.0;0.0;0.0;0.0;2.0;0;63.0;1.0;63.0;33.0;10.0
00-0027647;Devin McCourty;S;70.0;195.0;NE;2020;REG;3;1.0;2.0;1.0;0.0;1.0;0.0;0;59.0;1.0;59.0;33.0;10.0
00-0027647;Devin McCourty;S;70.0;195.0;NE;2020;REG;4;1.0;1.0;0.0;0.0;0.0;0.0;0;56.0;1.0;56.0;33.0;10.0
00-0027647;Devin McCourty;S;70.0;195.0;NE;2020;REG;6;4.0;1.0;1.0;0.0;0.0;0.0;0;64.0;1.0;64.0;33.0;10.0
00-0027647;Devin McCourty;S;70.0;195.0;NE;2020;REG;7;8.0;2.0;2.0;0.0;0.0;2.0;0;66.0;1.0;66.0;33.0;10.0
00-0027647;Devin McCourty;S;70.0;195.0;NE;2020;REG;8;4.0;3.0;1.0;0.0;0.0;0.0;0;58.0;1.0;58.0;33.0;10.0
00-0027647;Devin McCourty;S;70.0;195.0;NE;2020;REG;9;1.0;2.0;0.0;0.0;0.0;0.0;0;46.0;1.0;46.0;33.0;10.0
00-0027647;Devin McCourty;S;70.0;195.0;NE;2020;REG;10;2.0;2.0;2.0;0.0;0.0;0.0;0;66.0;1.0;66.0;33.0;10.0
00-0027647;Devin McCourty;S;70.0;195.0;NE;2020;REG;11;2.0;1.0;1.0;0.0;0.0;0.0;0;61.0;1.0;61.0;33.0;10.0
00-0027647;Devin McCourty;S;70.0;195.0;NE;2020;REG;12;2.0;1.0;1.0;0.0;1.0;0.0;0;74.0;1.0;74.0;33.0;10.0
00-0027647;Devin McCourty;S;70.0;195.0;NE;2020;REG;13;2.0;2.0;0.0;0.0;1.0;0.0;0;58.0;0.81;72.0;33.0;10.0
00-0027647;Devin McCourty;S;70.0;195.0;NE;2020;REG;14;3.0;1.0;0.0;0.0;0.0;0.0;0;59.0;0.94;63.0;33.0;10.0
00-0027647;Devin McCourty;S;70.0;195.0;NE;2020;REG;15;2.0;3.0;0.0;0.0;0.0;0.0;0;72.0;1.0;72.0;33.0;10.0
00-0027647;Devin McCourty;S;70.0;195.0;NE;2020;REG;16;2.0;5.0;5.0;0.0;0.0;0.0;0;35.0;0.49;71.0;33.0;10.0
00-0027647;Devin McCourty;S;70.0;195.0;NE;2020;REG;17;4.0;2.0;1.0;0.0;0.0;0.0;0;63.0;1.0;63.0;33.0;10.0
00-0027743;Sherrick McManis;CB;73.0;193.0;CHI;2020;REG;15;0.0;0.0;0.0;0.0;0.0;2.0;0;2.0;0.03;67.0;33.0;10.0
00-0027743;Sherrick McManis;CB;73.0;193.0;CHI;2020;REG;16;1.0;0.0;0.0;0.0;1.0;0.0;0;9.0;0.16;56.0;33.0;10.0
00-0027860;Joe Haden;CB;71.0;195.0;PIT;2020;REG;1;6.0;0.0;0.0;0.0;1.0;0.0;0;68.0;1.0;68.0;31.0;10.0
00-0027860;Joe Haden;CB;71.0;195.0;PIT;2020;REG;2;3.0;0.0;0.0;0.0;0.0;2.0;0;77.0;1.0;77.0;31.0;10.0
00-0027860;Joe Haden;CB;71.0;195.0;PIT;2020;REG;3;2.0;0.0;0.0;0.0;0.0;0.0;0;47.0;1.0;47.0;31.0;10.0
00-0027860;Joe Haden;CB;71.0;195.0;PIT;2020;REG;5;4.0;0.0;0.0;0.0;0.0;0.0;0;59.0;1.0;59.0;31.0;10.0
00-0027860;Joe Haden;CB;71.0;195.0;PIT;2020;REG;6;2.0;1.0;1.0;0.0;0.0;0.0;0;57.0;1.0;57.0;31.0;10.0
00-0027860;Joe Haden;CB;71.0;195.0;PIT;2020;REG;7;5.0;3.0;2.0;0.0;0.0;0.0;0;56.0;0.98;57.0;31.0;10.0
00-0027860;Joe Haden;CB;71.0;195.0;PIT;2020;REG;8;6.0;1.0;0.0;0.0;0.0;0.0;0;81.0;0.99;82.0;31.0;10.0
00-0027860;Joe Haden;CB;71.0;195.0;PIT;2020;REG;9;4.0;1.0;0.0;0.0;1.0;0.0;0;72.0;1.0;72.0;31.0;10.0
00-0027860;Joe Haden;CB;71.0;195.0;PIT;2020;REG;10;3.0;1.0;1.0;0.0;0.0;0.0;0;60.0;0.92;65.0;31.0;10.0
00-0027860;Joe Haden;CB;71.0;195.0;PIT;2020;REG;11;3.0;0.0;0.0;0.0;1.0;0.0;0;37.0;0.64;58.0;31.0;10.0
00-0027860;Joe Haden;CB;71.0;195.0;PIT;2020;REG;12;1.0;2.0;2.0;0.0;2.0;2.0;0;50.0;0.94;53.0;31.0;10.0
00-0027860;Joe Haden;CB;71.0;195.0;PIT;2020;REG;13;3.0;1.0;0.0;0.0;0.0;0.0;0;56.0;0.78;72.0;31.0;10.0
00-0027860;Joe Haden;CB;71.0;195.0;PIT;2020;REG;15;2.0;0.0;0.0;0.0;1.0;0.0;0;56.0;1.0;56.0;31.0;10.0
00-0027860;Joe Haden;CB;71.0;195.0;PIT;2020;REG;16;1.0;1.0;1.0;0.0;1.0;0.0;0;69.0;1.0;69.0;31.0;10.0
00-0027872;Kareem Jackson;S;70.0;196.0;DEN;2020;REG;1;5.0;1.0;0.0;0.0;0.0;0.0;0;81.0;1.0;81.0;32.0;10.0
00-0027872;Kareem Jackson;S;70.0;196.0;DEN;2020;REG;2;3.0;1.0;0.0;0.0;0.0;0.0;0;65.0;1.0;65.0;32.0;10.0
00-0027872;Kareem Jackson;S;70.0;196.0;DEN;2020;REG;3;4.0;2.0;0.0;0.0;0.0;0.0;0;68.0;1.0;68.0;32.0;10.0
00-0027872;Kareem Jackson;S;70.0;196.0;DEN;2020;REG;4;5.0;1.0;1.0;0.0;1.0;0.0;0;77.0;1.0;77.0;32.0;10.0
00-0027872;Kareem Jackson;S;70.0;196.0;DEN;2020;REG;6;5.0;2.0;1.0;0.0;0.0;0.0;0;57.0;1.0;57.0;32.0;10.0
00-0027872;Kareem Jackson;S;70.0;196.0;DEN;2020;REG;7;0.0;2.0;0.0;0.0;0.0;0.0;0;51.0;1.0;51.0;32.0;10.0
00-0027872;Kareem Jackson;S;70.0;196.0;DEN;2020;REG;8;8.0;4.0;0.0;0.0;0.0;0.0;0;86.0;0.99;87.0;32.0;10.0
00-0027872;Kareem Jackson;S;70.0;196.0;DEN;2020;REG;9;6.0;0.0;0.0;0.0;0.0;0.0;0;71.0;1.0;71.0;32.0;10.0
00-0027872;Kareem Jackson;S;70.0;196.0;DEN;2020;REG;10;2.0;3.0;0.0;0.0;0.0;0.0;0;69.0;0.96;72.0;32.0;10.0
00-0027872;Kareem Jackson;S;70.0;196.0;DEN;2020;REG;11;2.0;1.0;0.0;0.0;0.0;0.0;0;65.0;1.0;65.0;32.0;10.0
00-0027872;Kareem Jackson;S;70.0;196.0;DEN;2020;REG;12;3.0;0.0;0.0;0.0;0.0;0.0;0;64.0;1.0;64.0;32.0;10.0
00-0027872;Kareem Jackson;S;70.0;196.0;DEN;2020;REG;13;8.0;2.0;0.0;0.0;0.0;0.0;0;64.0;1.0;64.0;32.0;10.0
00-0027872;Kareem Jackson;S;70.0;196.0;DEN;2020;REG;14;7.0;0.0;0.0;0.0;0.0;0.0;0;67.0;1.0;67.0;32.0;10.0
00-0027872;Kareem Jackson;S;70.0;196.0;DEN;2020;REG;15;7.0;2.0;0.0;0.0;0.0;0.0;0;73.0;1.0;73.0;32.0;10.0
00-0027872;Kareem Jackson;S;70.0;196.0;DEN;2020;REG;16;2.0;0.0;0.0;0.0;0.0;0.0;0;57.0;1.0;57.0;32.0;10.0
00-0027872;Kareem Jackson;S;70.0;196.0;DEN;2020;REG;17;3.0;1.0;0.0;0.0;0.0;2.0;0;68.0;0.99;69.0;32.0;10.0
00-0027882;Patrick Robinson;CB;71.0;191.0;NO;2020;REG;1;0.0;1.0;0.0;0.0;0.0;0.0;0;9.0;0.13;69.0;33.0;10.0
00-0027882;Patrick Robinson;CB;71.0;191.0;NO;2020;REG;4;4.0;0.0;0.0;0.0;1.0;2.0;0;58.0;0.95;61.0;33.0;10.0
00-0027882;Patrick Robinson;CB;71.0;191.0;NO;2020;REG;5;2.0;2.0;0.0;0.0;0.0;0.0;0;68.0;0.96;71.0;33.0;10.0
00-0027882;Patrick Robinson;CB;71.0;191.0;NO;2020;REG;10;0.0;0.0;0.0;0.0;0.0;2.0;0;23.0;0.32;72.0;33.0;10.0
00-0027882;Patrick Robinson;CB;71.0;191.0;NO;2020;REG;11;3.0;0.0;0.0;0.0;0.0;0.0;0;62.0;1.0;62.0;33.0;10.0
00-0027882;Patrick Robinson;CB;71.0;191.0;NO;2020;REG;12;2.0;0.0;0.0;0.0;0.0;0.0;0;21.0;0.49;43.0;33.0;10.0
00-0027882;Patrick Robinson;CB;71.0;191.0;NO;2020;REG;13;1.0;0.0;0.0;0.0;0.0;0.0;0;6.0;0.09;67.0;33.0;10.0
00-0027914;Andrew Sendejo;S;73.0;210.0;CLE;2020;REG;1;4.0;0.0;0.0;0.0;0.0;0.0;0;59.0;1.0;59.0;33.0;10.0
00-0027914;Andrew Sendejo;S;73.0;210.0;CLE;2020;REG;2;7.0;3.0;0.0;0.0;0.0;0.0;0;92.0;1.0;92.0;33.0;10.0
00-0027914;Andrew Sendejo;S;73.0;210.0;CLE;2020;REG;3;2.0;1.0;0.0;0.0;0.0;0.0;0;64.0;1.0;64.0;33.0;10.0
00-0027914;Andrew Sendejo;S;73.0;210.0;CLE;2020;REG;4;2.0;2.0;0.0;0.0;0.0;0.0;2;82.0;1.0;82.0;33.0;10.0
00-0027914;Andrew Sendejo;S;73.0;210.0;CLE;2020;REG;5;4.0;0.0;0.0;0.0;0.0;0.0;0;56.0;1.0;56.0;33.0;10.0
00-0027914;Andrew Sendejo;S;73.0;210.0;CLE;2020;REG;6;2.0;5.0;3.0;0.0;0.0;0.0;0;65.0;1.0;65.0;33.0;10.0
00-0027914;Andrew Sendejo;S;73.0;210.0;CLE;2020;REG;7;5.0;1.0;0.0;0.0;0.0;0.0;0;63.0;0.84;75.0;33.0;10.0
00-0027914;Andrew Sendejo;S;73.0;210.0;CLE;2020;REG;8;4.0;1.0;0.0;0.0;0.0;0.0;0;72.0;1.0;72.0;33.0;10.0
00-0027914;Andrew Sendejo;S;73.0;210.0;CLE;2020;REG;10;2.0;1.0;1.0;0.0;0.0;0.0;0;45.0;0.79;57.0;33.0;10.0
00-0027914;Andrew Sendejo;S;73.0;210.0;CLE;2020;REG;11;4.0;2.0;1.0;0.0;1.0;0.0;0;68.0;1.0;68.0;33.0;10.0
00-0027914;Andrew Sendejo;S;73.0;210.0;CLE;2020;REG;12;0.0;1.0;0.0;0.0;0.0;0.0;0;65.0;1.0;65.0;33.0;10.0
00-0027914;Andrew Sendejo;S;73.0;210.0;CLE;2020;REG;13;5.0;3.0;1.0;0.0;0.0;0.0;0;73.0;1.0;73.0;33.0;10.0
00-0027914;Andrew Sendejo;S;73.0;210.0;CLE;2020;REG;14;2.0;0.0;0.0;0.0;0.0;0.0;0;55.0;0.92;60.0;33.0;10.0
00-0027914;Andrew Sendejo;S;73.0;210.0;CLE;2020;REG;16;2.0;1.0;1.0;0.0;0.0;0.0;0;60.0;0.87;69.0;33.0;10.0
00-0027914;Andrew Sendejo;S;73.0;210.0;CLE;2020;POST;18;2.0;3.0;3.0;0.0;0.0;0.0;0;46.0;0.52;88.0;33.0;10.0
00-0027914;Andrew Sendejo;S;73.0;210.0;CLE;2020;POST;19;1.0;0.0;0.0;0.0;0.0;0.0;0;35.0;0.53;66.0;33.0;10.0
00-0027943;Patrick Peterson;CB;73.0;203.0;ARI;2020;REG;1;0.0;0.0;0.0;0.0;0.0;0.0;0;61.0;0.98;62.0;30.0;9.0
00-0027943;Patrick Peterson;CB;73.0;203.0;ARI;2020;REG;2;1.0;0.0;0.0;0.0;0.0;0.0;0;66.0;1.0;66.0;30.0;9.0
00-0027943;Patrick Peterson;CB;73.0;203.0;ARI;2020;REG;3;1.0;0.0;0.0;0.0;0.0;0.0;0;66.0;1.0;66.0;30.0;9.0
00-0027943;Patrick Peterson;CB;73.0;203.0;ARI;2020;REG;4;5.0;0.0;0.0;0.0;0.0;2.0;0;75.0;0.99;76.0;30.0;9.0
00-0027943;Patrick Peterson;CB;73.0;203.0;ARI;2020;REG;5;3.0;0.0;0.0;0.0;0.0;0.0;0;69.0;1.0;69.0;30.0;9.0
00-0027943;Patrick Peterson;CB;73.0;203.0;ARI;2020;REG;6;7.0;1.0;0.0;0.0;1.0;0.0;0;86.0;0.97;89.0;30.0;9.0
00-0027943;Patrick Peterson;CB;73.0;203.0;ARI;2020;REG;7;3.0;1.0;0.0;0.0;0.0;2.0;0;84.0;1.0;84.0;30.0;9.0
00-0027943;Patrick Peterson;CB;73.0;203.0;ARI;2020;REG;9;6.0;0.0;0.0;0.0;0.0;0.0;0;59.0;0.97;61.0;30.0;9.0
00-0027943;Patrick Peterson;CB;73.0;203.0;ARI;2020;REG;10;4.0;0.0;0.0;0.0;0.0;2.0;0;73.0;1.0;73.0;30.0;9.0
00-0027943;Patrick Peterson;CB;73.0;203.0;ARI;2020;REG;11;3.0;2.0;1.0;0.0;0.0;0.0;0;66.0;1.0;66.0;30.0;9.0
00-0027943;Patrick Peterson;CB;73.0;203.0;ARI;2020;REG;12;3.0;2.0;2.0;0.0;0.0;0.0;0;52.0;0.98;53.0;30.0;9.0
00-0027943;Patrick Peterson;CB;73.0;203.0;ARI;2020;REG;13;4.0;1.0;0.0;0.0;0.0;0.0;0;82.0;1.0;82.0;30.0;9.0
00-0027943;Patrick Peterson;CB;73.0;203.0;ARI;2020;REG;14;2.0;1.0;1.0;0.0;1.0;0.0;0;45.0;0.92;49.0;30.0;9.0
00-0027943;Patrick Peterson;CB;73.0;203.0;ARI;2020;REG;15;6.0;0.0;0.0;0.0;0.0;0.0;0;84.0;1.0;84.0;30.0;9.0
00-0027943;Patrick Peterson;CB;73.0;203.0;ARI;2020;REG;16;2.0;1.0;0.0;0.0;0.0;0.0;0;55.0;0.98;56.0;30.0;9.0
00-0027943;Patrick Peterson;CB;73.0;203.0;ARI;2020;REG;17;3.0;1.0;1.0;0.0;0.0;0.0;0;73.0;1.0;73.0;30.0;9.0
00-0027965;Jimmy Smith;CB;74.0;210.0;BAL;2020;REG;1;1.0;0.0;0.0;0.0;1.0;0.0;0;24.0;0.33;73.0;32.0;9.0
00-0027965;Jimmy Smith;CB;74.0;210.0;BAL;2020;REG;2;3.0;0.0;0.0;0.0;0.0;0.0;0;50.0;0.85;59.0;32.0;9.0
00-0027965;Jimmy Smith;CB;74.0;210.0;BAL;2020;REG;3;3.0;2.0;0.0;0.0;2.0;0.0;0;66.0;0.88;75.0;32.0;9.0
00-0027965;Jimmy Smith;CB;74.0;210.0;BAL;2020;REG;4;3.0;0.0;0.0;0.0;0.0;0.0;0;29.0;0.41;71.0;32.0;9.0
00-0027965;Jimmy Smith;CB;74.0;210.0;BAL;2020;REG;5;4.0;0.0;0.0;4.0;4.0;0.0;0;52.0;0.78;67.0;32.0;9.0
00-0027965;Jimmy Smith;CB;74.0;210.0;BAL;2020;REG;6;1.0;0.0;0.0;0.0;1.0;0.0;0;64.0;0.89;72.0;32.0;9.0
00-0027965;Jimmy Smith;CB;74.0;210.0;BAL;2020;REG;8;3.0;0.0;0.0;0.0;0.0;0.0;0;42.0;0.78;54.0;32.0;9.0
00-0027965;Jimmy Smith;CB;74.0;210.0;BAL;2020;REG;9;3.0;4.0;4.0;0.0;0.0;0.0;0;69.0;1.0;69.0;32.0;9.0
00-0027965;Jimmy Smith;CB;74.0;210.0;BAL;2020;REG;11;1.0;0.0;0.0;0.0;0.0;0.0;0;26.0;0.37;70.0;32.0;9.0
00-0027965;Jimmy Smith;CB;74.0;210.0;BAL;2020;REG;12;2.0;0.0;0.0;0.0;1.0;0.0;0;14.0;0.19;74.0;32.0;9.0
00-0027965;Jimmy Smith;CB;74.0;210.0;BAL;2020;REG;14;0.0;1.0;1.0;0.0;0.0;0.0;1;19.0;0.23;83.0;32.0;9.0
00-0027965;Jimmy Smith;CB;74.0;210.0;BAL;2020;POST;19;3.0;2.0;0.0;0.0;0.0;0.0;0;42.0;0.75;56.0;32.0;9.0
00-0027988;Marcus Gilchrist;S;70.0;200.0;BAL;2020;REG;6;3.0;0.0;0.0;0.0;1.0;0.0;0;22.0;0.31;71.0;32.0;9.0
00-0028075;Buster Skrine;CB;69.0;185.0;CHI;2020;REG;1;2.0;2.0;1.0;0.0;0.0;0.0;0;56.0;0.72;78.0;31.0;9.0
00-0028075;Buster Skrine;CB;69.0;185.0;CHI;2020;REG;2;5.0;1.0;1.0;0.0;1.0;0.0;0;43.0;0.66;65.0;31.0;9.0
00-0028075;Buster Skrine;CB;69.0;185.0;CHI;2020;REG;3;4.0;2.0;1.0;0.0;1.0;0.0;0;43.0;0.63;68.0;31.0;9.0
00-0028075;Buster Skrine;CB;69.0;185.0;CHI;2020;REG;4;2.0;0.0;0.0;0.0;0.0;0.0;0;49.0;0.68;72.0;31.0;9.0
00-0028075;Buster Skrine;CB;69.0;185.0;CHI;2020;REG;5;4.0;0.0;0.0;0.0;0.0;0.0;0;54.0;0.76;71.0;31.0;9.0
00-0028075;Buster Skrine;CB;69.0;185.0;CHI;2020;REG;6;4.0;1.0;0.0;0.0;0.0;0.0;0;48.0;0.7;69.0;31.0;9.0
00-0028075;Buster Skrine;CB;69.0;185.0;CHI;2020;REG;7;5.0;2.0;0.0;0.0;0.0;0.0;0;41.0;0.57;72.0;31.0;9.0
00-0028075;Buster Skrine;CB;69.0;185.0;CHI;2020;REG;8;4.0;1.0;0.0;0.0;1.0;0.0;2;54.0;0.73;74.0;31.0;9.0
00-0028075;Buster Skrine;CB;69.0;185.0;CHI;2020;REG;9;4.0;2.0;0.0;0.0;0.0;0.0;0;30.0;0.55;55.0;31.0;9.0
00-0028075;Buster Skrine;CB;69.0;185.0;CHI;2020;REG;10;2.0;1.0;0.0;0.0;0.0;0.0;0;35.0;0.47;74.0;31.0;9.0
00-0028075;Buster Skrine;CB;69.0;185.0;CHI;2020;REG;12;10.0;3.0;0.0;0.0;0.0;0.0;0;54.0;0.76;71.0;31.0;9.0
00-0028075;Buster Skrine;CB;69.0;185.0;CHI;2020;REG;13;5.0;1.0;0.0;0.0;0.0;0.0;0;50.0;0.74;68.0;31.0;9.0
00-0028092;Richard Sherman;CB;75.0;205.0;SF;2020;REG;1;3.0;1.0;1.0;0.0;0.0;0.0;0;78.0;0.95;82.0;32.0;9.0
00-0028092;Richard Sherman;CB;75.0;205.0;SF;2020;REG;12;9.0;1.0;0.0;0.0;0.0;2.0;0;62.0;1.0;62.0;32.0;9.0
00-0028092;Richard Sherman;CB;75.0;205.0;SF;2020;REG;13;3.0;0.0;0.0;0.0;0.0;0.0;0;72.0;0.99;73.0;32.0;9.0
